transaction_id,customer_id,product_id,category,quantity_sold,unit_price,store_id,weather_conditions,holiday_indicator,target
954,4019,139,Clothing,1,587.42,2,Cloudy,False,1
955,4479,124,Clothing,3,21.19,1,Rainy,True,0
956,1667,104,Electronics,4,789.5,9,Cloudy,False,1
957,1372,110,Groceries,3,313.37,9,Sunny,False,1
958,2031,158,Groceries,8,49.86,7,Sunny,False,1
959,2145,197,Electronics,1,592.47,7,Sunny,False,0
960,2371,187,Groceries,2,403.71,3,Rainy,False,1
961,3723,178,Electronics,7,974.06,2,Rainy,True,0
962,1089,137,Electronics,4,548.76,7,Rainy,False,1
963,4719,171,Electronics,8,282.49,9,Sunny,False,1
964,3745,104,Groceries,3,712.34,1,Rainy,True,0
965,4387,147,Clothing,6,278.78,4,Cloudy,False,1
966,4249,189,Electronics,9,905.2,6,Rainy,False,1
967,1539,117,Electronics,1,380.97,7,Cloudy,False,1
968,3779,169,Clothing,1,554.37,7,Sunny,True,0
969,1868,136,Electronics,8,60.07,2,Cloudy,False,0
970,1040,159,Groceries,3,431.86,4,Rainy,False,0
971,1739,147,Groceries,5,834.04,5,Sunny,False,0
972,4775,176,Clothing,1,807.59,1,Sunny,True,1
973,2946,127,Groceries,5,232.08,1,Rainy,False,1
974,3549,168,Electronics,6,233.82,3,Cloudy,False,0
975,4006,176,Groceries,8,819.13,3,Rainy,False,1
976,4216,180,Clothing,3,931.09,8,Sunny,False,1
977,2224,139,Clothing,3,104.41,9,Cloudy,True,0
978,1928,144,Electronics,9,455.56,1,Rainy,True,1
979,3036,195,Groceries,4,344.08,2,Rainy,False,1
980,4795,161,Electronics,4,871.98,2,Rainy,False,0
981,3508,192,Electronics,7,92.69,4,Sunny,False,1
982,3779,157,Electronics,2,219.01,2,Rainy,False,1
983,3799,166,Clothing,8,754.94,7,Sunny,False,1
984,1924,155,Clothing,6,60.78,9,Stormy,False,0
985,3956,139,Clothing,3,497.61,7,Rainy,False,0
986,2581,197,Groceries,9,447.69,6,Rainy,False,1
987,4618,139,Electronics,5,341.06,1,Rainy,False,1
988,4324,190,Clothing,8,400.63,9,Stormy,False,0
989,1389,176,Electronics,7,534.64,5,Cloudy,True,1
990,2617,132,Groceries,8,169.75,5,Rainy,False,0
991,3930,105,Groceries,7,576.28,6,Cloudy,False,1
992,1255,187,Clothing,3,807.38,9,Rainy,False,1
993,1708,118,Clothing,2,762.56,8,Rainy,False,0
994,2838,179,Electronics,7,162.36,8,Sunny,False,0
995,2944,139,Electronics,3,157.76,8,Rainy,False,1
996,3497,191,Groceries,3,275.49,1,Sunny,False,0
997,1009,196,Electronics,2,367.46,1,Stormy,False,0
998,3871,158,Electronics,4,414.37,8,Sunny,True,1
999,1797,158,Electronics,8,682.9,5,Stormy,False,1
1000,4313,147,Groceries,1,66.11,9,Rainy,False,0
